"SESSIONID","EXERCISEID","SETS","REPS","WORKOUT"
19513,10,4,19,"Russian twists"
19514,28,4,22,"Leg curls"
19515,24,5,18,"Leg extensions"
19516,35,4,20,"Plate pinch"
19517,36,5,15,"Incline dumbbell flyes"
19518,47,4,25,"Donkey kicks"
19519,51,4,23,"Plank"
19520,19,5,20,"Hanging leg raises"
19521,9,4,21,"Hyperextensions"
19522,25,4,20,"Hyperextensions"
19523,55,4,16,"Barbell curls"
19524,42,4,20,"Leg extensions"
19525,53,3,12,"Wrist extension"
19526,15,5,16,"Close-grip bench press"
19527,35,5,15,"Plate pinch"
19528,22,4,15,"Bicycle crunches"
19529,18,5,16,"Plate pinch"
19530,53,5,16,"Decline cable crossovers"
19531,42,5,18,"Bird dog"
19532,25,4,20,"Bicep Curls"
19533,33,4,15,"Dumbbell rows"
19534,43,4,21,"Barbell rows"
19535,37,5,24,"Fat grip dumbbell curl"
19536,50,5,21,"Romanian deadlifts"
19537,16,5,21,"Seated cable rows"
19538,3,5,16,"Seated cable rows"
19539,2,4,25,"Concentration curls"
19540,28,4,22,"Leg curls"
19541,38,4,24,"Fat grip dumbbell curl"
19542,2,4,23,"Wrist curl"
19543,45,5,22,"Standing calf raises"
19544,14,5,17,"Wrist extension"
19545,53,4,22,"Dumbbell rows"
19546,15,5,24,"Towel pull-up"
19547,10,5,25,"Close-grip bench press"
19548,30,5,23,"Barbell squats"
19549,16,4,21,"Barbell rows"
19550,24,5,21,"Plank"
19551,23,4,19,"Barbell squats"
19552,41,5,22,"Donkey kicks"
19553,10,5,15,"Military press"
19554,22,5,18,"Preacher curls"
19555,7,4,21,"Cable crossovers"
19556,32,4,19,"Dumbbell flyes"
19557,21,5,22,"Incline cable crossovers"
19558,8,3,10,"Preacher curls"
19559,1,4,15,"Bent-over rows"
19560,26,5,19,"Dumbbell rows"
19561,43,4,15,"Fat grip dumbbell curl"
19562,39,5,19,"Decline cable crossovers"
19563,34,5,15,"Leg raises"
19564,45,3,8,"Leg curls"
19565,9,5,24,"Decline dumbbell press"
19566,41,4,18,"Incline cable crossovers"
19567,25,5,21,"Hyperextensions"
19568,19,4,19,"Barbell curls"
19569,50,4,25,"Military press"
19570,16,4,21,"Barbell rows"
19571,11,4,23,"Triceps dips"
19572,23,5,25,"Hyperextensions"
19573,22,4,8,"Bicycle crunches"
19574,49,4,20,"Leg extensions"
19575,23,4,25,"Standing calf raises"
19576,51,4,18,"Hanging leg raises"
19577,51,5,17,"Incline cable crossovers"
19578,19,5,19,"Incline dumbbell flyes"
19579,45,5,20,"Cable crossovers"
19580,24,5,19,"Wrist curl"
19581,18,5,21,"Leg press"
19582,35,4,23,"Leg press"
19583,27,4,15,"Romanian deadlifts"
19584,11,4,24,"Incline dumbbell flyes"
19585,7,4,23,"Preacher curls"
19586,15,5,19,"Barbell curls"
19587,28,4,22,"Bicep Curls"
19588,21,5,15,"Hanging leg raises"
19589,2,4,19,"Skull crushers"
19590,44,4,15,"Russian twists"
19591,14,4,25,"Incline cable crossovers"
19592,24,4,21,"Plate pinch"
19593,25,4,17,"Face pulls"
19594,51,4,23,"Donkey kicks"
19595,22,4,19,"Standing calf raises"
19596,55,4,15,"Crunches"
19597,38,4,21,"Plank"
19598,49,5,24,"Skull crushers"
19599,6,4,24,"Chest flyes"
19600,5,4,23,"Hammer curl"
19601,26,5,19,"Triceps dips"
19602,1,4,20,"Skull crushers"
19603,19,4,15,"Russian twists"
19604,39,5,16,"Leg curls"
19605,13,4,25,"Decline dumbbell flyes"
19606,32,5,19,"Wrist extension"
19607,24,4,18,"Triceps dips"
19608,19,4,15,"Wrist curl"
19609,11,4,23,"Military press"
19610,9,4,25,"Wrist curl"
19611,48,4,18,"Decline cable crossovers"
19612,19,5,20,"Barbell hip thrusts"
19613,49,5,24,"Triceps dips"
19614,31,4,15,"Romanian deadlifts"
19615,22,5,21,"Close-grip bench press"
19616,13,5,23,"Overhead triceps extensions"
19617,4,4,20,"Face pulls"
19618,36,4,24,"Dumbbell curls"
19619,10,5,18,"Bird dog"
19620,52,5,17,"Leg curls"
19621,5,3,12,"Decline dumbbell flyes"
19622,20,4,15,"Incline cable crossovers"
19623,16,3,12,"Wrist curl"
19624,12,5,21,"Leg raises"
19625,41,5,15,"Bicycle crunches"
19626,32,5,22,"Bird dog"
19627,40,4,20,"Seated calf raises"
19628,30,5,19,"Chest flyes"
19629,50,5,17,"Towel pull-up"
19630,45,4,15,"Incline cable crossovers"
19631,2,5,15,"Barbell rows"
19632,55,5,20,"Crunches"
19633,21,5,22,"Triceps pushdowns"
19634,15,5,22,"Leg raises"
19635,35,4,19,"Dumbbell curls"
19636,26,4,23,"Decline cable crossovers"
19637,24,5,18,"Military press"
19638,49,5,22,"Decline dumbbell press"
19639,3,4,15,"Skull crushers"
19640,12,4,16,"Barbell hip thrusts"
19641,3,5,16,"Bird dog"
19642,2,4,24,"Decline dumbbell press"
19643,25,4,20,"Hanging leg raises"
19644,37,5,22,"Leg extensions"
19645,50,4,24,"Bird dog"
19646,53,4,22,"Dumbbell rows"
19647,23,4,19,"Dumbbell flyes"
19648,23,4,23,"Hanging leg raises"
19649,19,4,21,"Barbell hip thrusts"
19650,8,4,19,"Decline cable crossovers"
19651,55,5,18,"Skull crushers"
19652,41,5,22,"Close-grip bench press"
19653,32,4,16,"Plate pinch"
19654,51,5,19,"Bent-over rows"
19655,45,3,12,"Wrist extension"
19656,23,3,20,"Decline dumbbell flyes"
19657,34,4,15,"Leg curls"
19658,46,5,15,"Triceps pushdowns"
19659,40,4,21,"Bent-over lateral raises"
19660,52,5,25,"Fat grip dumbbell curl"
19661,34,4,21,"Pull-ups"
19662,13,4,18,"Donkey kicks"
19663,55,5,25,"Barbell rows"
19664,47,4,15,"Russian twists"
19665,49,4,21,"Incline dumbbell press"
19666,14,4,15,"Dumbbell flyes"
19667,20,5,20,"Barbell rows"
19668,39,4,25,"Pull-ups"
19669,5,4,15,"Russian twists"
19670,13,5,25,"Incline dumbbell press"
19671,32,4,17,"Fat grip dumbbell curl"
19672,27,4,21,"Hammer curls"
19673,1,4,15,"Leg press"
19674,27,5,22,"Dumbbell rows"
19675,23,3,12,"Leg extensions"
19676,17,5,20,"Leg extensions"
19677,11,5,17,"Hammer curls"
19678,32,4,21,"Dumbbell flyes"
19679,50,5,23,"Bicep Curls"
19680,51,4,18,"Romanian deadlifts"
19681,8,5,24,"Decline dumbbell flyes"
19682,55,5,23,"Donkey kicks"
19683,54,5,22,"Bent-over lateral raises"
19684,5,4,17,"Leg extensions"
19685,10,4,21,"Barbell rows"
19686,25,5,25,"Crunches"
19687,42,4,20,"Russian twists"
19688,51,4,25,"Hyperextensions"
19689,49,4,17,"Bicycle crunches"
19690,28,5,20,"Close-grip bench press"
19691,35,5,20,"Cable crossovers"
19692,4,5,24,"Plank"
19693,27,4,19,"Leg raises"
19694,7,4,15,"Bent-over rows"
19695,15,5,17,"Bicycle crunches"
19696,48,4,16,"Wrist extension"
19697,51,5,16,"Fat grip dumbbell curl"
19698,24,5,22,"Incline dumbbell press"
19699,46,4,21,"Hammer curls"
19700,30,5,17,"Wrist curl"
19701,7,5,17,"Barbell rows"
19702,32,5,15,"Bent-over lateral raises"
19703,44,5,18,"Wrist curl"
19704,8,4,25,"Standing calf raises"
19705,20,4,25,"Hanging leg raises"
19706,11,4,18,"Seated cable rows"
19707,16,4,23,"Pull-ups"
19708,22,4,15,"Barbell curls"
19709,40,4,23,"Cable crossovers"
19710,6,3,15,"Pull-ups"
19711,45,5,25,"Chest flyes"
19712,13,5,16,"Hammer curls"
19713,35,5,17,"Romanian deadlifts"
19714,24,4,17,"Leg extensions"
19715,2,4,15,"Russian twists"
19716,25,4,21,"Dumbbell rows"
19717,26,4,15,"Chest flyes"
19718,23,4,25,"Leg press"
19719,48,5,15,"Dumbbell front raises"
19720,14,5,15,"Wrist curl"
19721,50,5,16,"Cable crossovers"
19722,46,5,22,"Hyperextensions"
19723,24,5,15,"Leg curls"
19724,14,4,18,"Chest flyes"
19725,40,4,16,"Bent-over lateral raises"
19726,21,4,22,"Bicycle crunches"
19727,17,4,17,"Wrist extension"
19728,41,5,17,"Leg press"
19729,52,4,17,"Triceps pushdowns"
19730,15,4,23,"Barbell curls"
19731,2,3,10,"Incline dumbbell press"
19732,19,4,17,"Seated cable rows"
19733,35,5,15,"Close-grip bench press"
19734,52,4,22,"Russian twists"
19735,44,4,18,"Standing calf raises"
19736,31,5,25,"Pull-ups"
19737,46,5,19,"Chest flyes"
19738,20,4,23,"Russian twists"
19739,46,4,24,"Bicep Curls"
19740,55,4,17,"Donkey kicks"
19741,36,5,25,"Dumbbell flyes"
19742,33,4,16,"Lateral raises"
19743,5,5,19,"Dumbbell rows"
19744,3,5,21,"Dumbbell flyes"
19745,34,4,25,"Dumbbell front raises"
19746,36,4,19,"Incline cable crossovers"
19747,14,5,20,"Towel pull-up"
19748,24,4,23,"Skull crushers"
19749,43,4,24,"Bent-over rows"
19750,29,5,16,"Bicep Curls"
19751,27,4,19,"Leg curls"
19752,55,5,17,"Seated cable rows"
19753,3,4,25,"Barbell rows"
19754,49,5,25,"Plate pinch"
19755,12,5,22,"Dumbbell rows"
19756,7,4,16,"Fat grip dumbbell curl"
19757,48,4,24,"Incline dumbbell press"
19758,14,4,15,"Preacher curls"
19759,48,5,17,"Dumbbell flyes"
19760,49,4,17,"Hyperextensions"
19761,23,4,15,"Bent-over lateral raises"
19762,42,5,20,"Crunches"
19763,41,5,17,"Fat grip dumbbell curl"
19764,2,4,22,"Plank"
19765,26,5,18,"Leg press"
19766,27,4,24,"Overhead triceps extensions"
19767,53,5,21,"Leg extensions"
19768,22,5,16,"Wrist extension"
19769,42,5,22,"Bent-over rows"
19770,16,4,22,"Donkey kicks"
19771,45,5,15,"Seated cable rows"
19772,34,4,16,"Russian twists"
19773,11,5,25,"Triceps pushdowns"
19774,50,5,21,"Incline dumbbell press"
19775,34,4,20,"Leg curls"
19776,24,4,23,"Towel pull-up"
19777,4,5,21,"Decline dumbbell flyes"
19778,36,4,18,"Lateral raises"
19779,22,3,20,"Bent-over lateral raises"
19780,36,5,17,"Standing calf raises"
19781,29,5,20,"Bent-over rows"
19782,51,4,21,"Towel pull-up"
19783,48,4,25,"Bent-over rows"
19784,27,5,24,"Chest flyes"
19785,11,3,10,"Standing calf raises"
19786,36,5,18,"Close-grip bench press"
19787,4,4,17,"Decline dumbbell flyes"
19788,43,4,16,"Barbell hip thrusts"
19789,54,5,18,"Crunches"
19790,30,4,16,"Preacher curls"
19791,53,4,15,"Standing calf raises"
19792,36,4,24,"Incline dumbbell press"
19793,50,5,23,"Bird dog"
19794,14,4,16,"Fat grip dumbbell curl"
19795,16,3,10,"Skull crushers"
19796,21,5,25,"Concentration curls"
19797,6,5,16,"Bicycle crunches"
19798,34,5,15,"Seated calf raises"
19799,31,4,17,"Hammer curl"
19800,9,5,21,"Hammer curl"
19801,26,4,24,"Plate pinch"
19802,44,4,24,"Plank"
19803,12,4,19,"Dumbbell flyes"
19804,15,4,15,"Dumbbell curls"
19805,41,4,20,"Seated calf raises"
19806,19,4,24,"Lateral raises"
19807,54,4,20,"Barbell curls"
19808,20,5,22,"Incline dumbbell flyes"
19809,20,4,15,"Bent-over lateral raises"
19810,4,5,20,"Dumbbell front raises"
19811,47,4,23,"Barbell rows"
19812,41,5,16,"Hyperextensions"
19813,50,5,15,"Dumbbell front raises"
19814,38,4,22,"Triceps dips"
19815,44,5,18,"Military press"
19816,42,4,18,"Seated cable rows"
19817,35,5,20,"Overhead triceps extensions"
19818,16,4,20,"Dumbbell flyes"
19819,38,4,21,"Military press"
19820,41,5,15,"Donkey kicks"
19821,25,5,25,"Pull-ups"
19822,34,4,15,"Concentration curls"
19823,26,4,23,"Overhead triceps extensions"
19824,55,5,22,"Hyperextensions"
19825,7,4,19,"Skull crushers"
19826,52,5,18,"Romanian deadlifts"
19827,40,5,22,"Bicep Curls"
19828,10,5,22,"Triceps pushdowns"
19829,10,5,18,"Decline cable crossovers"
19830,47,4,15,"Bicycle crunches"
19831,50,5,18,"Seated calf raises"
19832,27,5,19,"Romanian deadlifts"
19833,6,5,20,"Dumbbell front raises"
19834,10,4,15,"Leg curls"
19835,37,4,19,"Face pulls"
19836,24,4,16,"Close-grip bench press"
19837,23,4,15,"Barbell rows"
18396,25,5,19,"Close-grip bench press"
18397,25,4,20,"Dumbbell rows"
18398,51,4,18,"Triceps dips"
18399,2,5,18,"Bent-over lateral raises"
18400,23,4,25,"Bicep Curls"
18401,36,4,22,"Face pulls"
18402,11,5,20,"Hammer curls"
18403,4,4,20,"Cable crossovers"
18404,38,4,16,"Russian twists"
18405,38,5,15,"Hammer curl"
18406,20,5,25,"Russian twists"
18407,6,5,22,"Incline dumbbell flyes"
18408,31,5,25,"Wrist extension"
18409,2,4,18,"Plate pinch"
18410,15,5,25,"Dumbbell front raises"
18411,18,4,16,"Preacher curls"
18412,14,3,20,"Bent-over rows"
18413,39,4,20,"Towel pull-up"
18414,13,4,17,"Hyperextensions"
18415,53,5,20,"Bird dog"
18416,12,4,23,"Donkey kicks"
18417,25,5,18,"Towel pull-up"
18418,36,4,20,"Seated cable rows"
18419,26,4,23,"Seated cable rows"
18420,22,5,16,"Bent-over lateral raises"
18421,45,5,25,"Decline dumbbell flyes"
18422,45,5,22,"Wrist curl"
18423,36,4,17,"Hammer curl"
18424,33,4,22,"Towel pull-up"
18425,8,4,17,"Wrist curl"
18426,54,5,17,"Leg press"
18427,40,5,21,"Barbell hip thrusts"
18428,53,4,22,"Plank"
18429,23,4,25,"Incline cable crossovers"
18430,17,4,23,"Preacher curls"
18431,32,4,18,"Leg extensions"
18432,37,5,19,"Bent-over lateral raises"
18433,29,5,22,"Russian twists"
18434,42,5,23,"Wrist extension"
18435,28,4,22,"Hanging leg raises"
18436,50,5,17,"Military press"
18437,50,4,22,"Bird dog"
18438,31,5,21,"Skull crushers"
18439,44,4,23,"Chest flyes"
18440,4,5,24,"Preacher curls"
18441,31,5,20,"Leg raises"
18442,45,3,5,"Concentration curls"
18443,32,3,20,"Chest flyes"
18444,8,4,17,"Triceps dips"
18445,53,5,25,"Bicep Curls"
18446,17,5,25,"Triceps dips"
18447,38,4,15,"Close-grip bench press"
18448,19,4,19,"Decline cable crossovers"
18449,46,4,20,"Dumbbell flyes"
18450,34,5,17,"Russian twists"
18451,1,4,19,"Triceps pushdowns"
18452,39,5,22,"Hammer curl"
18453,41,4,24,"Incline dumbbell press"
18454,25,5,17,"Romanian deadlifts"
18455,2,5,15,"Military press"
18456,19,5,15,"Dumbbell front raises"
18457,1,5,21,"Leg raises"
18458,22,5,22,"Barbell curls"
18459,49,5,16,"Barbell curls"
18460,19,5,18,"Decline dumbbell press"
18461,25,5,21,"Hanging leg raises"
18462,12,4,25,"Bicycle crunches"
18463,15,5,22,"Military press"
18464,45,5,22,"Barbell rows"
18465,27,4,20,"Decline cable crossovers"
18466,5,4,21,"Concentration curls"
18467,12,4,25,"Triceps dips"
18468,31,4,15,"Lateral raises"
18469,25,4,25,"Skull crushers"
18470,17,5,17,"Bent-over lateral raises"
18471,13,4,17,"Triceps pushdowns"
18472,11,5,24,"Barbell curls"
18473,19,4,23,"Overhead triceps extensions"
18474,49,5,24,"Dumbbell flyes"
18475,50,5,20,"Triceps dips"
18476,55,5,15,"Leg raises"
18477,32,5,16,"Bent-over rows"
18478,37,4,24,"Incline cable crossovers"
18479,10,5,19,"Russian twists"
18480,8,4,18,"Decline dumbbell flyes"
18481,37,5,24,"Hanging leg raises"
18482,49,5,15,"Incline dumbbell press"
18483,34,5,15,"Incline cable crossovers"
18484,50,5,23,"Face pulls"
18485,8,5,17,"Leg raises"
18486,52,5,25,"Decline dumbbell press"
18487,55,4,17,"Seated cable rows"
18488,23,5,18,"Hammer curls"
18489,53,5,17,"Preacher curls"
18490,42,4,15,"Close-grip bench press"
18491,41,5,24,"Romanian deadlifts"
18492,45,5,17,"Preacher curls"
18493,17,5,19,"Incline cable crossovers"
18494,49,5,17,"Dumbbell front raises"
18495,5,5,22,"Pull-ups"
18496,50,4,17,"Lateral raises"
18497,25,5,21,"Pull-ups"
18498,45,4,24,"Hyperextensions"
18499,21,5,23,"Pull-ups"
18500,40,5,16,"Dumbbell curls"
18501,43,5,24,"Lateral raises"
18502,39,4,24,"Hyperextensions"
18503,4,5,22,"Pull-ups"
18504,11,4,21,"Chest flyes"
18505,15,5,16,"Dumbbell flyes"
18506,4,4,25,"Romanian deadlifts"
18507,18,5,23,"Bird dog"
18508,17,5,20,"Hammer curl"
18509,54,4,22,"Leg raises"
18510,50,5,15,"Pull-ups"
18511,23,4,15,"Concentration curls"
18512,8,4,23,"Donkey kicks"
18513,6,4,16,"Wrist extension"
18514,49,3,10,"Bicycle crunches"
18515,8,5,22,"Standing calf raises"
18516,38,5,24,"Hyperextensions"
18517,2,5,19,"Dumbbell rows"
18518,51,4,25,"Bent-over lateral raises"
18519,42,5,23,"Wrist extension"
18520,17,5,23,"Skull crushers"
18521,18,4,16,"Hanging leg raises"
18522,29,3,20,"Skull crushers"
18523,49,3,12,"Military press"
18524,31,5,24,"Barbell hip thrusts"
18525,54,5,17,"Lateral raises"
18526,8,4,19,"Hyperextensions"
18527,16,4,17,"Crunches"
18528,35,4,16,"Face pulls"
18529,53,5,17,"Barbell curls"
18530,7,4,17,"Pull-ups"
18531,55,3,30,"Bird dog"
18532,51,4,25,"Bent-over rows"
18533,8,5,18,"Dumbbell rows"
18534,15,4,23,"Lateral raises"
18535,53,5,19,"Bicycle crunches"
18536,14,5,24,"Leg raises"
18537,55,5,15,"Bent-over rows"
18538,25,4,25,"Decline cable crossovers"
18539,31,5,17,"Lateral raises"
18540,48,5,21,"Triceps pushdowns"
18541,16,4,16,"Cable crossovers"
18542,29,5,20,"Decline dumbbell press"
18543,28,5,23,"Incline dumbbell press"
18544,19,4,18,"Decline cable crossovers"
18545,55,4,15,"Romanian deadlifts"
18546,29,4,15,"Overhead triceps extensions"
18547,27,5,24,"Bent-over lateral raises"
18548,42,4,23,"Hammer curls"
18549,10,4,24,"Dumbbell flyes"
18550,1,4,23,"Decline dumbbell flyes"
18551,2,4,22,"Seated cable rows"
18552,25,5,16,"Barbell hip thrusts"
18553,55,4,23,"Preacher curls"
18554,53,4,17,"Fat grip dumbbell curl"
18555,40,5,21,"Wrist curl"
18556,50,5,22,"Standing calf raises"
18557,52,5,16,"Wrist curl"
18558,49,4,24,"Decline cable crossovers"
18559,39,4,19,"Leg press"
18560,50,4,21,"Bird dog"
18561,11,4,17,"Barbell squats"
18562,35,5,20,"Fat grip dumbbell curl"
18563,4,4,19,"Barbell rows"
18564,3,4,24,"Donkey kicks"
18565,49,5,21,"Bird dog"
18566,16,3,20,"Lateral raises"
18567,36,4,20,"Standing calf raises"
18568,55,5,19,"Dumbbell curls"
18569,7,4,17,"Leg press"
18570,17,5,24,"Incline cable crossovers"
18571,49,4,15,"Overhead triceps extensions"
18572,25,4,19,"Wrist curl"
18573,33,4,25,"Hammer curls"
18574,16,4,25,"Barbell squats"
18575,15,5,19,"Triceps pushdowns"
18576,41,5,22,"Dumbbell flyes"
18577,3,4,18,"Decline dumbbell flyes"
18578,42,4,23,"Barbell rows"
18579,9,5,22,"Leg curls"
18580,15,5,20,"Romanian deadlifts"
18581,51,4,24,"Overhead triceps extensions"
18582,36,4,24,"Fat grip dumbbell curl"
18583,52,3,15,"Wrist extension"
18584,46,4,22,"Decline dumbbell press"
18585,32,4,15,"Decline cable crossovers"
18586,28,5,15,"Plank"
18587,15,4,19,"Skull crushers"
18588,11,5,18,"Decline cable crossovers"
18589,19,4,15,"Russian twists"
18590,43,5,16,"Leg extensions"
18591,30,4,19,"Incline dumbbell flyes"
18592,52,5,25,"Leg press"
18593,32,4,15,"Leg press"
18594,27,4,21,"Barbell curls"
18595,26,5,16,"Leg curls"
18596,30,4,19,"Towel pull-up"
18597,21,5,22,"Dumbbell front raises"
18598,39,5,21,"Barbell hip thrusts"
18599,1,4,17,"Hammer curl"
18600,18,5,21,"Triceps pushdowns"
18601,46,3,10,"Triceps pushdowns"
18602,22,5,21,"Hyperextensions"
18603,8,5,22,"Wrist extension"
18604,52,5,23,"Overhead triceps extensions"
18605,17,5,15,"Lateral raises"
18606,33,4,25,"Hammer curl"
18607,20,5,20,"Pull-ups"
18608,52,4,15,"Skull crushers"
18609,25,5,23,"Decline dumbbell flyes"
18610,6,4,19,"Pull-ups"
18611,4,4,20,"Towel pull-up"
18612,47,4,21,"Incline cable crossovers"
18613,2,4,18,"Decline cable crossovers"
18614,35,4,19,"Leg extensions"
18615,26,3,10,"Leg press"
18616,7,4,20,"Standing calf raises"
18617,6,5,23,"Barbell squats"
18618,33,4,18,"Donkey kicks"
18619,11,5,24,"Hammer curl"
18620,11,4,19,"Skull crushers"
18621,15,5,25,"Dumbbell flyes"
18622,55,5,25,"Preacher curls"
18623,2,5,21,"Dumbbell rows"
18624,5,5,17,"Donkey kicks"
18625,14,5,15,"Close-grip bench press"
18626,40,4,15,"Leg extensions"
18627,20,4,16,"Dumbbell curls"
18628,42,5,21,"Skull crushers"
18629,54,4,16,"Leg curls"
18630,15,4,22,"Preacher curls"
18631,41,5,20,"Barbell squats"
18632,51,4,18,"Bicep Curls"
18633,20,4,25,"Barbell squats"
18634,7,5,17,"Incline cable crossovers"
18635,17,4,20,"Cable crossovers"
18636,35,5,15,"Barbell rows"
18637,41,3,10,"Dumbbell flyes"
18638,37,5,20,"Overhead triceps extensions"
18639,30,5,20,"Bicep Curls"
18640,15,4,21,"Dumbbell rows"
18641,24,5,17,"Chest flyes"
18642,19,4,25,"Military press"
18643,54,3,12,"Bent-over rows"
18644,22,5,15,"Bicep Curls"
18645,22,4,17,"Pull-ups"
18646,38,4,15,"Face pulls"
18647,14,5,16,"Leg curls"
18648,11,5,24,"Bent-over rows"
18649,16,4,19,"Leg extensions"
18650,29,4,15,"Cable crossovers"
18651,35,5,17,"Leg press"
18652,39,4,21,"Hammer curl"
18653,20,5,16,"Barbell curls"
18654,27,5,17,"Wrist curl"
18655,9,4,17,"Towel pull-up"
18656,24,4,18,"Leg press"
18657,43,5,23,"Lateral raises"
18658,48,4,24,"Concentration curls"
18659,23,4,15,"Face pulls"
18660,39,4,23,"Chest flyes"
18661,3,5,25,"Decline dumbbell press"
18662,46,5,19,"Hammer curls"
18663,38,5,23,"Triceps pushdowns"
18664,8,5,15,"Dumbbell flyes"
18665,34,5,15,"Leg raises"
18666,48,4,15,"Incline dumbbell flyes"
18667,44,5,25,"Leg extensions"
18668,34,5,24,"Bent-over rows"
18669,48,4,25,"Plank"
18670,4,4,20,"Barbell squats"
18671,48,5,22,"Crunches"
18672,32,4,19,"Incline cable crossovers"
18673,4,4,8,"Hyperextensions"
18674,22,4,18,"Plank"
18675,38,4,25,"Hyperextensions"
18676,23,5,25,"Triceps pushdowns"
18677,37,4,20,"Incline dumbbell press"
18678,35,5,18,"Incline cable crossovers"
18679,13,4,24,"Bicycle crunches"
18680,5,5,19,"Dumbbell flyes"
18681,36,4,16,"Dumbbell rows"
18682,54,5,15,"Leg raises"
18683,9,5,19,"Overhead triceps extensions"
18684,42,5,15,"Crunches"
18685,26,4,23,"Standing calf raises"
18686,30,5,24,"Seated calf raises"
18687,30,4,17,"Decline dumbbell press"
18688,5,4,23,"Leg curls"
18689,3,5,24,"Donkey kicks"
18690,28,4,19,"Skull crushers"
18691,45,5,18,"Triceps pushdowns"
18692,47,5,16,"Chest flyes"
18693,46,5,22,"Wrist curl"
18694,2,4,16,"Overhead triceps extensions"
18695,21,5,19,"Cable crossovers"
18696,30,4,21,"Dumbbell front raises"
18697,13,5,22,"Fat grip dumbbell curl"
18698,51,5,21,"Leg press"
18699,30,4,18,"Skull crushers"
18700,25,3,12,"Incline cable crossovers"
18701,32,4,24,"Fat grip dumbbell curl"
18702,27,4,21,"Bent-over rows"
18703,51,5,21,"Incline dumbbell press"
18704,27,4,24,"Fat grip dumbbell curl"
18705,26,5,22,"Leg raises"
18706,19,5,20,"Towel pull-up"
18707,19,5,15,"Overhead triceps extensions"
18708,3,5,16,"Leg press"
18709,4,5,20,"Cable crossovers"
18710,38,4,17,"Leg press"
18711,25,4,21,"Leg raises"
18712,33,5,16,"Dumbbell front raises"
18713,20,5,25,"Barbell curls"
18714,9,4,17,"Dumbbell front raises"
18715,44,4,23,"Leg raises"
18716,19,4,24,"Leg extensions"
18717,17,5,19,"Barbell hip thrusts"
18718,6,4,24,"Lateral raises"
18719,21,5,20,"Triceps pushdowns"
18720,6,5,15,"Incline dumbbell flyes"
18721,36,4,15,"Dumbbell flyes"
18722,14,4,24,"Barbell curls"
18723,18,4,15,"Cable crossovers"
18724,51,4,24,"Bent-over rows"
18725,30,5,23,"Romanian deadlifts"
18726,18,4,19,"Concentration curls"
18727,6,4,18,"Lateral raises"
18728,30,5,21,"Leg press"
18729,27,5,17,"Russian twists"
18730,33,4,24,"Leg extensions"
18731,9,4,17,"Leg extensions"
18732,47,5,25,"Dumbbell flyes"
18733,3,4,23,"Plate pinch"
18734,16,5,24,"Cable crossovers"
18735,27,4,21,"Dumbbell curls"
18736,16,4,22,"Wrist curl"
18737,7,4,21,"Barbell rows"
18738,55,5,18,"Preacher curls"
18739,3,4,21,"Hammer curls"
18740,4,4,21,"Crunches"
18741,38,5,15,"Seated cable rows"
18742,55,4,17,"Incline cable crossovers"
18743,39,5,17,"Cable crossovers"
18744,4,4,17,"Hanging leg raises"
18745,37,4,18,"Face pulls"
18746,20,4,21,"Preacher curls"
18747,27,5,19,"Skull crushers"
18748,49,5,16,"Barbell hip thrusts"
18749,37,5,21,"Dumbbell rows"
18750,52,4,15,"Decline dumbbell press"
18751,26,3,20,"Concentration curls"
18752,45,4,15,"Bicep Curls"
18753,11,5,21,"Decline dumbbell flyes"
18754,10,5,23,"Pull-ups"
18755,29,3,20,"Leg extensions"
18756,34,4,25,"Concentration curls"
18757,15,5,21,"Bent-over rows"
18758,27,5,18,"Bicep Curls"
18759,26,5,15,"Russian twists"
18760,5,4,21,"Bent-over rows"
18761,40,4,20,"Face pulls"
18762,4,5,17,"Decline dumbbell press"
18763,37,4,22,"Concentration curls"
18764,4,5,19,"Barbell hip thrusts"
18765,26,5,17,"Face pulls"
18766,16,5,20,"Hammer curls"
18767,13,5,16,"Donkey kicks"
18768,23,3,12,"Preacher curls"
18769,44,4,23,"Cable crossovers"
18770,32,4,15,"Dumbbell front raises"
18771,30,4,25,"Bent-over rows"
18772,28,5,16,"Barbell curls"
18773,48,5,17,"Leg curls"
18774,14,4,19,"Incline cable crossovers"
18775,43,4,24,"Donkey kicks"
18776,33,4,22,"Bicycle crunches"
18777,54,4,8,"Dumbbell front raises"
18778,51,4,17,"Wrist curl"
18779,26,5,23,"Barbell hip thrusts"
18780,10,5,22,"Dumbbell curls"
18781,11,4,25,"Leg curls"
18782,9,4,16,"Close-grip bench press"
18783,1,4,19,"Overhead triceps extensions"
18784,36,5,22,"Wrist extension"
18785,19,4,24,"Bent-over lateral raises"
18786,5,4,20,"Triceps dips"
18787,25,5,19,"Russian twists"
18788,2,5,22,"Incline cable crossovers"
18789,38,5,21,"Dumbbell rows"
18790,33,5,15,"Hammer curl"
18791,53,5,17,"Face pulls"
18792,38,5,17,"Triceps dips"
18793,3,4,20,"Standing calf raises"
18794,54,5,21,"Dumbbell rows"
18795,32,4,24,"Plate pinch"
18796,45,5,16,"Hanging leg raises"
18797,36,4,23,"Leg extensions"
18798,21,4,17,"Romanian deadlifts"
18799,38,4,21,"Bent-over lateral raises"
18800,20,4,20,"Fat grip dumbbell curl"
18801,54,4,18,"Bicep Curls"
18802,31,4,17,"Barbell squats"
